id,name,surname,birthdate,email
892,Dolores,Belletini,21/11/1989,paolomuratori@mondaini-porzio.com
893,Toni,Siffredi,24/03/1936,ugolinonugnes@hotmail.it
894,Ivo,Murri,18/09/1946,
895,Antonino,Castiglione,16/02/1977,gtorlonia@live.com
896,Aurora,Majewski,21/08/1980,liviotrupiano@gucci.org
897,,,05/12/1989,giacintopasqua@vodafone.it
898,Roberto,Guidotti,11/05/1955,Unknown
899,Salvi,Lippomano,14/03/1951,vtonisto@libero.it
900,Giosuè,Littizzetto,25/01/1948,borroninadia@tamborini.it
901,Amadeo,Casini,15/07/1982,ottavio78@spadafora-leone.com
902,Roberta,Donini,20/06/1985,
903,Elvira,Nonis,31/05/1957,montanarivalerio@tim.it
904,Salvi,Dulbecco,,prismondo@outlook.com
905,Matilda,Canevascini,07/09/1935,tveneziano@outlook.com
906,Ansaldo,Martinelli,18/07/1996,evazarlino@outlook.com
907,Amadeo,Scalera,14/08/1937,bianchinioreste@tiscali.it
908,Griselda,Pagliaro,17/05/1956,hcignaroli@vodafone.it
909,Annunziata,Pacelli,22/09/1943,ginesiotemistocle@hotmail.it
910,Domenico,Vespa,13/07/1985,rosaliaraurica@alice.it
911,Fausto,Abba,,silvestro00@brunello.net
912,Nanni,Fo,08/11/1948,costanzo11@vodafone.it
913,Lando,Tropea,16/02/1976,qpavone@tim.it
914,Carolina,Mondadori,23/04/1941,gianfrancesco34@cipolla.org
915,Concetta,Buonauro,19/02/1961,
916,Arturo,Salandra,05/06/1937,tonifranceschi@tiscali.it
917,Milena,Bresciani,19/11/1971,lucreziaviola@hotmail.it
918,Marcello,Savorgnan,12/06/1948,elianamarrone@campise-giannuzzi.it
919,Baldassare,Buscetta,31/08/2002,dariapolizzi@gmail.com
920,Luciano,Benussi,11/02/1950,ricciottiferrabosco@libero.it
921,Armando,Orlando,19/04/1941,
922,Ugo,Gullotta,10/11/1959,ermenegildo10@gonzaga-argenti.org
923,Vincenza,Pace,24/06/1964,anastasiannetta@cheda.eu
924,Giampaolo,Cignaroli,20/10/1937,upolizzi@cugia-bosio.it
925,Martina,Santorio,02/05/1946,dcasale@nosiglia.com
926,Gianmarco,Leoncavallo,23/01/1962,Unknown
927,Donna,Rismondo,30/11/1966,ansaldovianello@emanuelli-campano.it
928,Martino,Ortolani,24/05/1986,pelliclaudio@borromini.com
929,Olga,Mercantini,27/08/1936,plancisi@strangio.it
930,Gianni,Priuli,,amadeodallara@andreozzi-seddio.org
931,Fortunata,Munari,16/03/1943,
932,Vittorio,Beccaria,17/03/1961,stefaniafinetti@yahoo.com
933,Leone,Ruberto,03/08/2001,benussiliana@abbagnale.com
934,Marcello,Pederiva,21/09/1968,Unknown
935,Ludovica,Argurio,23/04/1995,antoniettapace@yahoo.com
936,Guglielmo,Esposito,11/02/1978,milo37@tiscali.it
937,Alfio,Toselli,24/08/1949,agaleati@yahoo.com
938,Paride,Tassoni,15/10/1949,amanacorda@celentano-campano.it
939,Cassandra,Palumbo,11/11/1965,paolettinicola@emanuelli.net
940,Franco,Ceravolo,31/03/1950,ubaldocatenazzi@galvani.eu
941,Renata,Fabrizi,31/12/1933,simonetta54@hotmail.it
942,Armando,Trentini,08/05/1944,rmannoia@federico.it
943,,,09/07/1996,silviobazzi@palmisano.it
944,Saverio,Valmarana,22/01/1951,qfantoni@gmail.com
945,Daniele,Giammusso,02/10/2001,tina98@ricciardi-mancini.it
946,Camillo,Doglioni,10/01/1989,nbrichese@angiolello.it
947,Tiziana,Cocci,05/10/1948,vendittipiermaria@hotmail.com
948,Milena,Navone,18/06/1949,irmazarlino@hotmail.com
949,Greco,Gagliano,28/12/1960,Unknown
950,Mariano,Malacarne,09/10/1940,enzio87@crispi.it
951,,,02/03/1934,rossettiguglielmo@altera.net
952,Alderano,Ossani,,
953,Marta,Fracci,24/04/1940,giustino35@boccherini-grasso.com
954,Susanna,Vigorelli,26/02/1981,gianfrancescobossi@galilei-monteverdi.com
955,Atenulf,Aulenti,19/04/1991,adrianamontanelli@altera.com
956,Nanni,Russo,26/09/1972,vsokolov@greggio-pizziol.com
957,Alfio,Fantini,15/10/1938,gdonini@respighi-bertoni.com
958,,,08/09/1997,
959,Mariano,Sansoni,25/09/1995,lgussoni@corradi-venditti.eu
960,Giuseppe,Liguori,06/10/1999,susanna59@iacovelli-paruta.net
961,Evangelista,Dalla,19/06/1990,murialdogiampiero@outlook.com
962,Camillo,Bersani,30/04/1998,tpennetta@solari-caruso.it
963,Aldo,Storladi,29/04/1938,tbettoni@gmail.com
964,Tiziana,Mantegna,10/02/1996,simonettaschicchi@aldobrandi.eu
965,Michelotto,Bianchi,03/06/1960,fabiaserlupi@libero.it
966,Alfio,Caboto,31/07/1992,vbossi@casale.com
967,Stefania,Ceschi,28/07/1945,mcoardi@tiscali.it
968,Donna,Mondadori,25/01/1994,anguillaraorazio@yahoo.com
969,Graziella,Montalti,08/07/2004,
970,Adele,Malatesta,06/07/1942,abova@spinola.it
971,Beppe,Ciampi,06/11/1953,vpedrazzini@gmail.com
972,Luca,Boitani,09/12/1992,bertonipanfilo@totino.com
973,Antonietta,Barozzi,12/02/1940,pomponioduse@treves.it
974,Giacobbe,Balla,20/07/1989,ruggeridonatella@outlook.com
975,Edoardo,Pedersoli,05/03/2001,piermariagremese@antonacci.net
976,Torquato,Onio,15/07/1953,barsantimaurizio@vodafone.it
977,,,30/05/1978,badogliofranco@libero.it
978,Griselda,Pignatti,23/03/1942,atenulf26@tele2.it
979,Carolina,Piccio,11/12/1977,Unknown
980,Giancarlo,Zampa,01/08/1959,ugo76@tiscali.it
981,Sergius,Alboni,30/07/1988,parutacirillo@govoni.net
982,Adamo,Dibiasi,11/02/1979,adamo40@libero.it
983,Laura,Calbo,29/07/1977,hpininfarina@travia-carnera.net
984,Pompeo,Fagotto,14/01/2005,jtutino@gaggini-rossini.com
985,Beppe,Traversa,29/04/1965,
986,Pellegrino,Bramante,25/01/2003,opalumbo@morandi.eu
987,Rosina,Interminelli,28/01/1982,nadiaserraglio@fastwebnet.it
988,Paride,Morosini,01/01/1999,campanellagloria@tim.it
989,Paola,Redi,22/03/1960,
990,Alessandro,Donatoni,13/05/1955,
991,Gianfrancesco,Greggio,18/07/1994,jsollima@hotmail.com
992,Gianni,Moretti,24/04/1955,matildamilanesi@tasca.com
993,Jolanda,Impastato,20/04/1951,beppeantelami@gmail.com
994,Giuseppina,Ughi,24/08/1950,stefano45@gmail.com
995,Ubaldo,Pugliese,01/02/1955,Unknown
996,Gaspare,Bettoni,17/06/1949,Unknown
997,Antonino,Farnese,02/09/1986,damianoscandone@paruta.com
998,,,25/07/2002,Unknown
999,Gioffre,Gucci,30/10/1959,mantonucci@poste.it
